source,id,url,assigned,status,title,product,module,patch
bugzilla,774458,https://bugzilla.mozilla.org/show_bug.cgi?id=774458,nobody,open,Make mouse events synthesized from touch events comply with spec (in gonk widget backend and cross-process code),Core,DOM: Events,n
bugzilla,580784,https://bugzilla.mozilla.org/show_bug.cgi?id=580784,nsilva,open,Efficiently share 2D BasicCanvasLayer data with BasicShadowCanvasLayer,Core,Graphics,n
bugzilla,598868,https://bugzilla.mozilla.org/show_bug.cgi?id=598868,nsilva,open,"Tracking: Support for pushing video frames directly to the compositor, bypassing content-main-thread(s)",Core,Graphics: Layers,n
bugzilla,746502,https://bugzilla.mozilla.org/show_bug.cgi?id=746502,philipp,open,Browser API: add support for <meta name=viewport>,Core,DOM: Core & HTML,n
bugzilla,761479,https://bugzilla.mozilla.org/show_bug.cgi?id=761479,philipp,open,XMLHttpRequest with mozAnon=true should still send explicitly passed username + password,Core,Security,n
bugzilla,714358,https://bugzilla.mozilla.org/show_bug.cgi?id=714358,slee,open,Notification when system clock is recalibrated and when the timezone changes,Core,DOM: Device Interfaces,n
bugzilla,739868,https://bugzilla.mozilla.org/show_bug.cgi?id=739868,tlee,open,"Implement mechanism to have different quota for ""offline"" and ""pinned"" apps",Core,Networking: Cache,n
bugzilla,763198,https://bugzilla.mozilla.org/show_bug.cgi?id=763198,tlee,open,B2G push notification,Boot2Gecko,General,n
bugzilla,735547,https://bugzilla.mozilla.org/show_bug.cgi?id=735547,vchang,open,support USB tethering,Boot2Gecko,General,n
bugzilla,751460,https://bugzilla.mozilla.org/show_bug.cgi?id=751460,vchang,open,Support WiFi Tethering,Boot2Gecko,General,n
bugzilla,733573,https://bugzilla.mozilla.org/show_bug.cgi?id=733573,dpreston,open,Expose a client TCP socket API to web applications,Boot2Gecko,General,n
bugzilla,759910,https://bugzilla.mozilla.org/show_bug.cgi?id=759910,jhford,open,provide human readable buildID for b2g builds,Boot2Gecko,General,n
bugzilla,751951,https://bugzilla.mozilla.org/show_bug.cgi?id=751951,nobody,open,laggy display of large images in B2G on Nexus S,Core,Graphics,n
bugzilla,757588,https://bugzilla.mozilla.org/show_bug.cgi?id=757588,thepotch,open,bring the B2G-friendly homepage,Marketplace,Consumer Pages,n
bugzilla,768463,https://bugzilla.mozilla.org/show_bug.cgi?id=768463,thepotch,open,Ensure that all links that intend to take you outside of the marketplace app into the browser are using target=blank,Marketplace,General,n
bugzilla,715814,https://bugzilla.mozilla.org/show_bug.cgi?id=715814,21,open,Web Activities,Core,DOM,n
bugzilla,759427,https://bugzilla.mozilla.org/show_bug.cgi?id=759427,bent.mozilla,open,Multiprocess blob support,Core,DOM: IndexedDB,n
bugzilla,684620,https://bugzilla.mozilla.org/show_bug.cgi?id=684620,cpearce,open,Make DOM full-screen work in multi-process Mozilla/B2G,Core,DOM: Core & HTML,n
bugzilla,706179,https://bugzilla.mozilla.org/show_bug.cgi?id=706179,dzbarsky,open,Async CSS animation,Core,Layout,n
bugzilla,769254,https://bugzilla.mozilla.org/show_bug.cgi?id=769254,justin.lebar+bug,open,"Clicking a target=_blank link inside <iframe mozbrowser> crashes Gecko, should pass opened URL to mozbrowseropenwindow event",Core,DOM: Mozilla Extensions,n
bugzilla,754142,https://bugzilla.mozilla.org/show_bug.cgi?id=754142,khuey,open,ASSERTION: Why don't we have a Window here?,Core,DOM: IndexedDB,n
bugzilla,740722,https://bugzilla.mozilla.org/show_bug.cgi?id=740722,marshall,open,"Initiate an ""apply update"" confirmation off a long-ish idle timer",Boot2Gecko,General,n
bugzilla,770532,https://bugzilla.mozilla.org/show_bug.cgi?id=770532,mounir,open,Make nsIPrincipal.dataId works in e10s,Core,General,n
bugzilla,770831,https://bugzilla.mozilla.org/show_bug.cgi?id=770831,mounir,open,nsIDocShell should carry the app id,Core,General,n
bugzilla,770894,https://bugzilla.mozilla.org/show_bug.cgi?id=770894,mounir,open,Add a testing infrastructure to test stuff related to Web Apps in mochitests,Core,General,n
bugzilla,772801,https://bugzilla.mozilla.org/show_bug.cgi?id=772801,mrbkap,open,B2G Wifi: Fix wifi scanning on ICS,Core,Hardware Abstraction Layer (HAL),n
bugzilla,716859,https://bugzilla.mozilla.org/show_bug.cgi?id=716859,jgilbert,open,Double buffered WebGL,Core,Canvas: WebGL,n
bugzilla,747292,https://bugzilla.mozilla.org/show_bug.cgi?id=747292,ptheriault,open,[Security Review] Web Telephony,mozilla.org,Security Assurance: Review Request,n
bugzilla,750563,https://bugzilla.mozilla.org/show_bug.cgi?id=750563,ptheriault,open,[Security Review] Expose a client TCP socket,mozilla.org,Security Assurance: Review Request,n
bugzilla,751005,https://bugzilla.mozilla.org/show_bug.cgi?id=751005,ptheriault,open,[Security Review] Mobile Connection API,mozilla.org,Security Assurance: Review Request,n
bugzilla,751050,https://bugzilla.mozilla.org/show_bug.cgi?id=751050,ptheriault,open,Secreview: B2G RIL,mozilla.org,Security Assurance,n
bugzilla,768800,https://bugzilla.mozilla.org/show_bug.cgi?id=768800,cpearce,open,"if orientation changes in fullscreen, orientation is wrong when leaving it",Core,DOM,n
bugzilla,774585,https://bugzilla.mozilla.org/show_bug.cgi?id=774585,jonas,open,"Update GetCodebasePrincipal callers to use the correct ""data jar""",Core,Security: CAPS,n
bugzilla,772307,https://bugzilla.mozilla.org/show_bug.cgi?id=772307,ahalberstadt,closed,B2G user.js needs 'browser.manifestURL' pref when running mochitests,Testing,Mochitest,n
bugzilla,762101,https://bugzilla.mozilla.org/show_bug.cgi?id=762101,ajuma,closed,Graphical corruption when omtc is enabled,Core,Graphics,n
bugzilla,738558,https://bugzilla.mozilla.org/show_bug.cgi?id=738558,allstars.chh,closed,B2G RIL: get cell location and cell id in processRegistrationState in ril_worker.js,Core,DOM: Device Interfaces,n
bugzilla,753238,https://bugzilla.mozilla.org/show_bug.cgi?id=753238,benadida,closed,Create a shared Identity.jsm module,Core,Identity,n
bugzilla,666693,https://bugzilla.mozilla.org/show_bug.cgi?id=666693,bent.mozilla,closed,Remote IndexedDB for multiple IndexedDB-using processes,Core,DOM: IndexedDB,n
bugzilla,665057,https://bugzilla.mozilla.org/show_bug.cgi?id=665057,bsmith,closed,Design and implement crypto API for Mozilla ID,Core,Security: PSM,n
bugzilla,715041,https://bugzilla.mozilla.org/show_bug.cgi?id=715041,bsurender,closed,"Add API for content to be notified on ""OS idle""",Core,DOM,n
bugzilla,745137,https://bugzilla.mozilla.org/show_bug.cgi?id=745137,cbrocious,closed,"Make gralloc-based direct texturing work for b2g ""Tier Is""",Core,Graphics: Layers,n
bugzilla,714408,https://bugzilla.mozilla.org/show_bug.cgi?id=714408,chris.double,closed,support for hardware-accelerated audio/video decoding (part 1: libstagefright/OMX support for Gonk),Core,Video/Audio,n
bugzilla,761762,https://bugzilla.mozilla.org/show_bug.cgi?id=761762,chris.double,closed,Audio playback garbled for Mp4,Core,Video/Audio,n
bugzilla,761930,https://bugzilla.mozilla.org/show_bug.cgi?id=761930,doug.turner,closed,Multi-process support for MediaStorage,Core,DOM: Device Interfaces,n
bugzilla,702369,https://bugzilla.mozilla.org/show_bug.cgi?id=702369,fabrice,closed,ensure that web app install caches them into app cache on B2G,Core,DOM,n
bugzilla,723206,https://bugzilla.mozilla.org/show_bug.cgi?id=723206,fabrice,closed,Constructors implemented in JS from IDL should be allowed to have arguments,Core,DOM,n
bugzilla,730176,https://bugzilla.mozilla.org/show_bug.cgi?id=730176,fabrice,closed,Volume buttons don't control call volume,Boot2Gecko,General,n
bugzilla,755245,https://bugzilla.mozilla.org/show_bug.cgi?id=755245,fabrice,closed,Implement System Message Handler,Core,DOM,n
bugzilla,769350,https://bugzilla.mozilla.org/show_bug.cgi?id=769350,fabrice,closed,Implement trusted/certified app scheme support,Core,General,n
bugzilla,766273,https://bugzilla.mozilla.org/show_bug.cgi?id=766273,htsai,closed,B2G telephony on Otoro: Can't hang up dialing call,Core,DOM: Device Interfaces,n
bugzilla,683243,https://bugzilla.mozilla.org/show_bug.cgi?id=683243,jmuizelaar,closed,Dithered gradients for 16bpp surfaces,Core,Graphics,n
bugzilla,521898,https://bugzilla.mozilla.org/show_bug.cgi?id=521898,jones.chris.g,closed,IPDL should allow me to use a union in another protocol,Core,IPC,n
bugzilla,745148,https://bugzilla.mozilla.org/show_bug.cgi?id=745148,jones.chris.g,closed,Support content processes pushing layer transactions directly to omtc in parent process,Core,Widget,n
bugzilla,761927,https://bugzilla.mozilla.org/show_bug.cgi?id=761927,jones.chris.g,closed,Focus is broken with <iframe mozbrowser remote>,Core,DOM,n
bugzilla,774139,https://bugzilla.mozilla.org/show_bug.cgi?id=774139,jones.chris.g,closed,Dispatch touch events to out-of-process content,Core,DOM: Events,n
bugzilla,753170,https://bugzilla.mozilla.org/show_bug.cgi?id=753170,josea.olivera,closed,B2G 3G: Expose state information through WebMobileConnection,Core,DOM: Device Interfaces,n
bugzilla,757852,https://bugzilla.mozilla.org/show_bug.cgi?id=757852,josea.olivera,closed,B2G Emergency Calls: Make them work on ICS.,Core,DOM: Device Interfaces,n
bugzilla,766895,https://bugzilla.mozilla.org/show_bug.cgi?id=766895,josea.olivera,closed,B2G RIL: Set ril.radio.disabled = false doesn't bring back data connection,Core,DOM: Device Interfaces,n
bugzilla,763842,https://bugzilla.mozilla.org/show_bug.cgi?id=763842,jseward,closed,"Uninitialised value use in dosprintf(SprintfStateStr*, char const*, std::__va_list)",Core,DOM: Workers,n
bugzilla,758270,https://bugzilla.mozilla.org/show_bug.cgi?id=758270,jstraus,closed,Electrolysize Permission Manager,Core,General,n
bugzilla,742944,https://bugzilla.mozilla.org/show_bug.cgi?id=742944,justin.lebar+bug,closed,Handle window.open in <iframe mozbrowser>,Boot2Gecko,General,n
bugzilla,762802,https://bugzilla.mozilla.org/show_bug.cgi?id=762802,justin.lebar+bug,closed,Use mozapp/mozbrowser information when allocating remote iframes to content processes,Core,IPC,n
bugzilla,764718,https://bugzilla.mozilla.org/show_bug.cgi?id=764718,justin.lebar+bug,closed,"Calling close() on a window opened by an <iframe mozbrowser> doesn't work (no effect in process, crash out of process)",Boot2Gecko,General,n
bugzilla,766871,https://bugzilla.mozilla.org/show_bug.cgi?id=766871,justin.lebar+bug,closed,Handle window.open in <iframe> within <iframe mozbrowser>,Core,DOM: Mozilla Extensions,n
bugzilla,752649,https://bugzilla.mozilla.org/show_bug.cgi?id=752649,kchen,closed,ICS gps support,Boot2Gecko,General,n
bugzilla,774552,https://bugzilla.mozilla.org/show_bug.cgi?id=774552,kchen,closed,Add gralloc buffer support to ImageLayerOGL,Core,Graphics: Layers,n
bugzilla,695612,https://bugzilla.mozilla.org/show_bug.cgi?id=695612,kinetik,closed,nsRemotedAudioStream::Write is non-blocking,Core,Video/Audio,n
bugzilla,763329,https://bugzilla.mozilla.org/show_bug.cgi?id=763329,kyle,closed,[b2g-bluetooth] Set up system wide shutdown functions,Core,DOM: Device Interfaces,n
bugzilla,744344,https://bugzilla.mozilla.org/show_bug.cgi?id=744344,marshall,closed,B2G RIL: Add DOM API for getting the list of available networks,Core,DOM: Device Interfaces,n
bugzilla,761482,https://bugzilla.mozilla.org/show_bug.cgi?id=761482,marshall,closed,WebMobileConnection: make {voice|data}.operator an nsIDOMMozMobileOperatorInfo,Core,DOM: Device Interfaces,n
bugzilla,768263,https://bugzilla.mozilla.org/show_bug.cgi?id=768263,mburns,closed,Commit Access (Level 3) for Ben Adida,mozilla.org,Repository Account Requests,n
bugzilla,753239,https://bugzilla.mozilla.org/show_bug.cgi?id=753239,mnoorenberghe+bmo,closed,Implement a DOM component for navigator.id,Core,Identity,n
bugzilla,762993,https://bugzilla.mozilla.org/show_bug.cgi?id=762993,mnoorenberghe+bmo,closed,implement a sandbox iframe for Identity IdP provisioning,Core,Identity,n
bugzilla,706172,https://bugzilla.mozilla.org/show_bug.cgi?id=706172,nobody,closed,Integrate Async Video composition with OMTC,Core,Graphics,n
bugzilla,709564,https://bugzilla.mozilla.org/show_bug.cgi?id=709564,nobody,closed,[meta] B2G SMS,Core,DOM: Device Interfaces,n
bugzilla,713849,https://bugzilla.mozilla.org/show_bug.cgi?id=713849,nobody,closed,RIL: Figure out how to expose radio and network state to content,Core,DOM: Device Interfaces,n
bugzilla,716704,https://bugzilla.mozilla.org/show_bug.cgi?id=716704,nobody,closed,Ensure alert/prompt/etc are tab-modal by default,Boot2Gecko,General,n
bugzilla,718903,https://bugzilla.mozilla.org/show_bug.cgi?id=718903,nobody,closed,Make sure behavior of active states for Data call with Android RIL,Boot2Gecko,General,n
bugzilla,726532,https://bugzilla.mozilla.org/show_bug.cgi?id=726532,nobody,closed,[b2g] Turn the screen on when any of the hw button is pressed (except sleep button),Boot2Gecko,General,n
bugzilla,739476,https://bugzilla.mozilla.org/show_bug.cgi?id=739476,nobody,closed,Emulator goes to sleep too quickly; interferes with automated tests,Boot2Gecko,General,n
bugzilla,744451,https://bugzilla.mozilla.org/show_bug.cgi?id=744451,nobody,closed,Handle window.open in <iframe mozapp>,Boot2Gecko,General,n
bugzilla,745692,https://bugzilla.mozilla.org/show_bug.cgi?id=745692,nobody,closed,"B2G RIL: Can't dial-out with Akami, startTone/stopTone fails",Core,DOM: Device Interfaces,n
bugzilla,757763,https://bugzilla.mozilla.org/show_bug.cgi?id=757763,nobody,closed,Fix focus breakage in browser frame with OOP enabled,Core,DOM,n
bugzilla,759512,https://bugzilla.mozilla.org/show_bug.cgi?id=759512,nobody,closed,Implement <select> popups for mozapp,Boot2Gecko,General,n
bugzilla,761205,https://bugzilla.mozilla.org/show_bug.cgi?id=761205,nobody,closed,"need to elaborate on ""setting up phone"" and how it relates to setting up an identity",Core,Identity,n
bugzilla,761934,https://bugzilla.mozilla.org/show_bug.cgi?id=761934,nobody,closed,Popcap games don't work out-of-process in gaia,Boot2Gecko,General,n
bugzilla,766411,https://bugzilla.mozilla.org/show_bug.cgi?id=766411,nobody,closed,[otoro] DBus communication with bluetooth does not work on otoro,Core,DOM: Device Interfaces,n
bugzilla,768272,https://bugzilla.mozilla.org/show_bug.cgi?id=768272,nobody,closed,Video and Audio do not stop playing when browser is closed,Boot2Gecko,General,n
bugzilla,769622,https://bugzilla.mozilla.org/show_bug.cgi?id=769622,nobody,closed,Apps should get permissions at install time,Core,DOM,n
bugzilla,692677,https://bugzilla.mozilla.org/show_bug.cgi?id=692677,philipp,closed,Relax same-origin XHR restrictions for privileged applications,Core,Security,n
bugzilla,699235,https://bugzilla.mozilla.org/show_bug.cgi?id=699235,philipp,closed,[meta] B2G Telephony,Core,DOM: Device Interfaces,n
bugzilla,719331,https://bugzilla.mozilla.org/show_bug.cgi?id=719331,philipp,closed,B2G telephony: call state confused by busy number,Core,DOM: Device Interfaces,n
